idx,gpt_label,confidence,gold_label,confidence_normalized
182,1,1.0,1,0.00033654452904799967
183,1,1.0,1,0.00033654452904799967
184,1,1.0,1,0.00033654452904799967
186,1,1.0,1,0.00033654452904799967
187,1,1.0,0,0.00033654452904799967
188,1,1.0,1,0.00033654452904799967
189,0,0.75,0,0.00025240839678599975
190,0,0.625,1,0.0002103403306549998
191,1,0.75,1,0.00025240839678599975
192,0,0.0,0,0.0
193,1,1.0,1,0.00033654452904799967
194,1,0.875,1,0.0002944764629169997
196,1,1.0,1,0.00033654452904799967
197,1,0.875,1,0.0002944764629169997
198,1,1.0,1,0.00033654452904799967
199,1,1.0,1,0.00033654452904799967
200,1,0.875,1,0.0002944764629169997
201,1,0.875,1,0.0002944764629169997
202,1,0.875,1,0.0002944764629169997
203,1,1.0,1,0.00033654452904799967
204,1,0.875,1,0.0002944764629169997
205,1,0.625,1,0.0002103403306549998
206,1,1.0,1,0.00033654452904799967
207,1,1.0,0,0.00033654452904799967
208,1,0.875,1,0.0002944764629169997
209,0,0.875,0,0.0002944764629169997
210,1,1.0,1,0.00033654452904799967
211,0,0.625,0,0.0002103403306549998
212,0,0.5,1,0.00016827226452399984
213,1,1.0,1,0.00033654452904799967
214,1,0.875,1,0.0002944764629169997
215,1,0.875,1,0.0002944764629169997
216,1,1.0,1,0.00033654452904799967
217,1,0.875,1,0.0002944764629169997
218,0,0.375,0,0.00012620419839299988
219,0,0.25,1,8.413613226199992e-05
220,1,0.25,0,8.413613226199992e-05
221,1,1.0,1,0.00033654452904799967
223,1,0.625,1,0.0002103403306549998
224,1,1.0,1,0.00033654452904799967
225,1,1.0,1,0.00033654452904799967
226,1,0.75,1,0.00025240839678599975
227,1,0.875,1,0.0002944764629169997
228,1,0.375,0,0.00012620419839299988
229,1,1.0,0,0.00033654452904799967
231,1,1.0,1,0.00033654452904799967
232,1,0.375,0,0.00012620419839299988
233,1,0.5,0,0.00016827226452399984
234,1,0.875,1,0.0002944764629169997
235,1,0.75,1,0.00025240839678599975
236,0,0.625,0,0.0002103403306549998
237,1,0.875,1,0.0002944764629169997
239,1,1.0,0,0.00033654452904799967
240,1,1.0,1,0.00033654452904799967
241,1,0.75,1,0.00025240839678599975
242,1,1.0,1,0.00033654452904799967
243,0,0.625,1,0.0002103403306549998
244,1,0.75,0,0.00025240839678599975
246,1,0.75,1,0.00025240839678599975
247,1,0.5,1,0.00016827226452399984
248,0,0.625,0,0.0002103403306549998
249,1,0.625,0,0.0002103403306549998
250,1,0.75,1,0.00025240839678599975
251,1,1.0,1,0.00033654452904799967
252,0,0.5,0,0.00016827226452399984
253,1,0.75,1,0.00025240839678599975
254,1,0.875,1,0.0002944764629169997
255,1,0.625,1,0.0002103403306549998
256,1,1.0,1,0.00033654452904799967
257,1,0.75,0,0.00025240839678599975
258,0,0.375,0,0.00012620419839299988
259,1,0.875,1,0.0002944764629169997
260,1,0.875,1,0.0002944764629169997
261,1,0.875,1,0.0002944764629169997
262,1,1.0,1,0.00033654452904799967
263,0,0.625,1,0.0002103403306549998
264,1,0.875,1,0.0002944764629169997
265,1,0.625,0,0.0002103403306549998
266,1,0.75,1,0.00025240839678599975
267,0,0.5,0,0.00016827226452399984
268,1,1.0,1,0.00033654452904799967
269,1,0.875,1,0.0002944764629169997
270,1,1.0,1,0.00033654452904799967
271,1,0.5,0,0.00016827226452399984
272,1,0.75,1,0.00025240839678599975
273,1,0.625,1,0.0002103403306549998
274,1,1.0,1,0.00033654452904799967
275,1,1.0,1,0.00033654452904799967
276,1,0.875,1,0.0002944764629169997
277,1,0.75,1,0.00025240839678599975
278,1,1.0,1,0.00033654452904799967
279,1,0.75,1,0.00025240839678599975
280,1,0.875,1,0.0002944764629169997
281,1,0.625,1,0.0002103403306549998
282,1,1.0,1,0.00033654452904799967
283,0,0.375,1,0.00012620419839299988
285,1,1.0,1,0.00033654452904799967
286,1,0.625,1,0.0002103403306549998
287,1,0.25,0,8.413613226199992e-05
288,1,0.875,1,0.0002944764629169997
289,1,0.625,0,0.0002103403306549998
290,1,0.875,1,0.0002944764629169997
291,1,0.75,1,0.00025240839678599975
292,1,0.75,1,0.00025240839678599975
293,1,1.0,1,0.00033654452904799967
294,1,1.0,1,0.00033654452904799967
295,0,0.625,0,0.0002103403306549998
296,0,0.875,0,0.0002944764629169997
297,1,0.875,1,0.0002944764629169997
298,1,0.875,1,0.0002944764629169997
299,1,0.875,1,0.0002944764629169997
300,0,0.75,0,0.00025240839678599975
301,1,0.875,1,0.0002944764629169997
302,1,0.875,0,0.0002944764629169997
303,1,1.0,1,0.00033654452904799967
304,1,1.0,1,0.00033654452904799967
305,1,0.625,1,0.0002103403306549998
306,1,0.75,0,0.00025240839678599975
307,1,0.75,1,0.00025240839678599975
308,0,0.75,1,0.00025240839678599975
309,1,0.625,1,0.0002103403306549998
310,1,1.0,1,0.00033654452904799967
311,1,0.75,1,0.00025240839678599975
312,1,1.0,0,0.00033654452904799967
314,1,0.625,0,0.0002103403306549998
315,1,1.0,1,0.00033654452904799967
316,0,0.5,0,0.00016827226452399984
317,1,1.0,1,0.00033654452904799967
318,1,0.75,1,0.00025240839678599975
319,1,1.0,1,0.00033654452904799967
320,0,0.25,1,8.413613226199992e-05
321,0,0.625,0,0.0002103403306549998
322,1,0.75,0,0.00025240839678599975
323,1,0.875,1,0.0002944764629169997
324,1,1.0,1,0.00033654452904799967
325,1,0.875,1,0.0002944764629169997
327,1,1.0,1,0.00033654452904799967
328,0,0.5,0,0.00016827226452399984
329,1,0.75,1,0.00025240839678599975
330,1,0.625,0,0.0002103403306549998
332,0,0.25,1,8.413613226199992e-05
333,1,1.0,1,0.00033654452904799967
335,1,0.875,1,0.0002944764629169997
336,1,0.75,1,0.00025240839678599975
337,1,1.0,1,0.00033654452904799967
338,1,1.0,0,0.00033654452904799967
339,1,1.0,1,0.00033654452904799967
340,1,0.75,0,0.00025240839678599975
341,1,1.0,1,0.00033654452904799967
342,1,0.875,0,0.0002944764629169997
343,1,0.875,1,0.0002944764629169997
344,1,1.0,0,0.00033654452904799967
345,1,0.625,0,0.0002103403306549998
346,1,0.375,1,0.00012620419839299988
347,1,1.0,1,0.00033654452904799967
348,0,0.875,0,0.0002944764629169997
349,1,0.75,0,0.00025240839678599975
350,0,0.5,1,0.00016827226452399984
351,1,0.5,1,0.00016827226452399984
352,1,0.875,0,0.0002944764629169997
353,1,1.0,1,0.00033654452904799967
355,1,0.875,1,0.0002944764629169997
356,1,0.75,1,0.00025240839678599975
357,1,0.5,1,0.00016827226452399984
358,1,0.5,1,0.00016827226452399984
360,1,0.625,0,0.0002103403306549998
361,0,0.875,0,0.0002944764629169997
362,1,0.875,0,0.0002944764629169997
363,0,0.75,0,0.00025240839678599975
364,1,0.625,0,0.0002103403306549998
365,0,0.25,0,8.413613226199992e-05
367,1,1.0,1,0.00033654452904799967
368,1,1.0,1,0.00033654452904799967
369,0,0.25,0,8.413613226199992e-05
370,1,1.0,1,0.00033654452904799967
372,0,0.5,0,0.00016827226452399984
373,1,0.875,0,0.0002944764629169997
376,1,0.75,1,0.00025240839678599975
378,1,1.0,1,0.00033654452904799967
379,1,0.875,1,0.0002944764629169997
380,1,0.875,1,0.0002944764629169997
381,1,1.0,1,0.00033654452904799967
382,1,0.5,0,0.00016827226452399984
383,1,1.0,1,0.00033654452904799967
384,1,0.75,1,0.00025240839678599975
385,1,1.0,1,0.00033654452904799967
386,1,1.0,1,0.00033654452904799967
387,1,0.875,0,0.0002944764629169997
388,1,1.0,1,0.00033654452904799967
389,0,0.125,1,4.206806613099996e-05
390,1,1.0,1,0.00033654452904799967
393,1,1.0,1,0.00033654452904799967
394,1,0.875,1,0.0002944764629169997
396,1,0.75,1,0.00025240839678599975
397,0,0.625,0,0.0002103403306549998
398,1,0.875,1,0.0002944764629169997
399,1,1.0,1,0.00033654452904799967
400,1,0.25,0,8.413613226199992e-05
401,1,0.875,1,0.0002944764629169997
402,0,0.25,0,8.413613226199992e-05
403,1,0.75,1,0.00025240839678599975
405,1,0.75,1,0.00025240839678599975
406,1,0.75,1,0.00025240839678599975
407,0,0.625,0,0.0002103403306549998
408,1,0.625,0,0.0002103403306549998
409,1,0.875,1,0.0002944764629169997
410,1,1.0,1,0.00033654452904799967
411,1,1.0,1,0.00033654452904799967
412,1,1.0,1,0.00033654452904799967
413,1,1.0,1,0.00033654452904799967
414,0,0.25,0,8.413613226199992e-05
415,1,0.5,0,0.00016827226452399984
418,1,1.0,1,0.00033654452904799967
419,1,1.0,1,0.00033654452904799967
420,1,0.875,1,0.0002944764629169997
421,1,1.0,1,0.00033654452904799967
422,0,0.625,1,0.0002103403306549998
423,1,0.875,0,0.0002944764629169997
424,1,0.5,1,0.00016827226452399984
425,1,1.0,0,0.00033654452904799967
427,0,0.375,1,0.00012620419839299988
428,1,0.25,1,8.413613226199992e-05
429,1,0.875,1,0.0002944764629169997
430,1,1.0,0,0.00033654452904799967
431,1,1.0,1,0.00033654452904799967
432,1,0.875,1,0.0002944764629169997
433,1,1.0,1,0.00033654452904799967
434,1,1.0,1,0.00033654452904799967
436,1,0.75,1,0.00025240839678599975
437,1,1.0,0,0.00033654452904799967
438,1,0.875,1,0.0002944764629169997
439,1,0.875,1,0.0002944764629169997
440,1,0.75,1,0.00025240839678599975
441,0,0.75,0,0.00025240839678599975
442,1,0.875,1,0.0002944764629169997
443,1,0.875,1,0.0002944764629169997
444,1,1.0,0,0.00033654452904799967
445,1,1.0,1,0.00033654452904799967
446,1,1.0,1,0.00033654452904799967
447,1,1.0,0,0.00033654452904799967
448,1,1.0,1,0.00033654452904799967
449,1,0.375,1,0.00012620419839299988
450,1,0.625,1,0.0002103403306549998
451,1,0.875,1,0.0002944764629169997
452,1,0.75,1,0.00025240839678599975
453,0,0.5,0,0.00016827226452399984
454,1,1.0,0,0.00033654452904799967
455,1,0.875,1,0.0002944764629169997
456,1,0.875,1,0.0002944764629169997
457,1,0.875,1,0.0002944764629169997
458,1,1.0,1,0.00033654452904799967
459,0,0.5,0,0.00016827226452399984
460,1,1.0,1,0.00033654452904799967
461,1,1.0,0,0.00033654452904799967
462,1,1.0,0,0.00033654452904799967
463,1,0.75,1,0.00025240839678599975
464,1,1.0,1,0.00033654452904799967
465,0,0.625,0,0.0002103403306549998
466,1,1.0,1,0.00033654452904799967
469,1,0.625,1,0.0002103403306549998
470,1,0.875,1,0.0002944764629169997
471,1,1.0,1,0.00033654452904799967
473,1,0.875,1,0.0002944764629169997
474,1,0.625,0,0.0002103403306549998
475,1,1.0,1,0.00033654452904799967
477,1,1.0,1,0.00033654452904799967
478,1,0.5,0,0.00016827226452399984
479,0,0.375,0,0.00012620419839299988
480,1,0.75,1,0.00025240839678599975
481,0,0.625,0,0.0002103403306549998
482,1,0.75,0,0.00025240839678599975
483,1,0.75,0,0.00025240839678599975
484,1,0.875,1,0.0002944764629169997
485,0,0.75,0,0.00025240839678599975
486,1,1.0,1,0.00033654452904799967
487,1,1.0,0,0.00033654452904799967
489,0,0.75,0,0.00025240839678599975
490,0,0.75,0,0.00025240839678599975
491,1,0.875,1,0.0002944764629169997
492,1,1.0,1,0.00033654452904799967
493,1,1.0,1,0.00033654452904799967
494,1,1.0,1,0.00033654452904799967
495,1,1.0,1,0.00033654452904799967
496,1,1.0,1,0.00033654452904799967
498,0,0.75,0,0.00025240839678599975
499,0,0.375,0,0.00012620419839299988
500,1,1.0,1,0.00033654452904799967
501,1,1.0,1,0.00033654452904799967
502,0,0.25,0,8.413613226199992e-05
503,0,0.75,0,0.00025240839678599975
504,0,0.625,0,0.0002103403306549998
505,1,1.0,1,0.00033654452904799967
506,0,0.375,0,0.00012620419839299988
507,1,0.875,1,0.0002944764629169997
509,1,1.0,1,0.00033654452904799967
510,1,1.0,1,0.00033654452904799967
511,1,1.0,1,0.00033654452904799967
512,1,1.0,1,0.00033654452904799967
513,1,0.25,0,8.413613226199992e-05
514,1,1.0,1,0.00033654452904799967
515,1,1.0,0,0.00033654452904799967
516,1,1.0,1,0.00033654452904799967
517,1,0.625,1,0.0002103403306549998
519,0,0.625,1,0.0002103403306549998
520,1,1.0,1,0.00033654452904799967
521,1,0.75,0,0.00025240839678599975
522,1,1.0,1,0.00033654452904799967
523,1,0.875,0,0.0002944764629169997
524,1,0.875,1,0.0002944764629169997
525,1,1.0,1,0.00033654452904799967
526,0,0.625,0,0.0002103403306549998
527,1,1.0,1,0.00033654452904799967
528,1,0.875,1,0.0002944764629169997
529,1,1.0,1,0.00033654452904799967
530,1,1.0,1,0.00033654452904799967
531,0,0.75,0,0.00025240839678599975
532,1,1.0,1,0.00033654452904799967
533,1,1.0,1,0.00033654452904799967
534,1,0.25,0,8.413613226199992e-05
535,1,0.875,1,0.0002944764629169997
536,1,1.0,0,0.00033654452904799967
537,1,0.875,0,0.0002944764629169997
538,1,0.75,1,0.00025240839678599975
539,1,1.0,1,0.00033654452904799967
541,1,0.5,0,0.00016827226452399984
542,1,0.5,1,0.00016827226452399984
544,1,0.875,1,0.0002944764629169997
545,1,1.0,1,0.00033654452904799967
546,1,0.625,1,0.0002103403306549998
547,1,0.75,0,0.00025240839678599975
549,1,1.0,1,0.00033654452904799967
550,1,0.875,1,0.0002944764629169997
551,1,0.875,1,0.0002944764629169997
553,1,1.0,1,0.00033654452904799967
554,1,1.0,1,0.00033654452904799967
555,1,0.875,1,0.0002944764629169997
556,1,0.375,0,0.00012620419839299988
557,1,1.0,1,0.00033654452904799967
559,1,0.75,0,0.00025240839678599975
560,1,1.0,0,0.00033654452904799967
561,1,0.875,0,0.0002944764629169997
562,1,0.75,1,0.00025240839678599975
563,1,0.875,1,0.0002944764629169997
564,1,0.875,1,0.0002944764629169997
565,1,1.0,1,0.00033654452904799967
566,1,1.0,1,0.00033654452904799967
567,1,1.0,1,0.00033654452904799967
568,1,0.625,0,0.0002103403306549998
569,1,1.0,1,0.00033654452904799967
570,0,0.5,0,0.00016827226452399984
572,1,0.875,1,0.0002944764629169997
573,1,0.875,1,0.0002944764629169997
574,0,0.375,0,0.00012620419839299988
575,1,1.0,0,0.00033654452904799967
576,1,0.875,1,0.0002944764629169997
577,1,1.0,1,0.00033654452904799967
578,1,0.875,0,0.0002944764629169997
579,0,0.5,1,0.00016827226452399984
580,1,0.75,0,0.00025240839678599975
581,1,0.875,0,0.0002944764629169997
582,0,0.5,0,0.00016827226452399984
583,1,0.875,1,0.0002944764629169997
585,0,0.25,0,8.413613226199992e-05
586,1,1.0,1,0.00033654452904799967
587,1,1.0,1,0.00033654452904799967
588,0,0.5,0,0.00016827226452399984
589,1,1.0,1,0.00033654452904799967
590,1,0.75,1,0.00025240839678599975
591,1,0.875,1,0.0002944764629169997
592,1,0.75,1,0.00025240839678599975
593,1,1.0,1,0.00033654452904799967
595,1,1.0,1,0.00033654452904799967
596,1,1.0,1,0.00033654452904799967
597,1,0.75,1,0.00025240839678599975
599,1,0.75,0,0.00025240839678599975
600,1,1.0,1,0.00033654452904799967
602,1,1.0,1,0.00033654452904799967
603,0,0.625,0,0.0002103403306549998
604,1,0.5,1,0.00016827226452399984
605,0,0.75,0,0.00025240839678599975
606,0,0.25,0,8.413613226199992e-05
607,1,1.0,1,0.00033654452904799967
608,1,0.875,1,0.0002944764629169997
610,1,0.375,1,0.00012620419839299988
611,1,0.875,1,0.0002944764629169997
612,1,0.875,1,0.0002944764629169997
614,1,1.0,0,0.00033654452904799967
616,1,0.625,1,0.0002103403306549998
618,1,0.875,1,0.0002944764629169997
619,1,0.75,1,0.00025240839678599975
621,1,0.75,1,0.00025240839678599975
622,1,1.0,1,0.00033654452904799967
623,1,1.0,1,0.00033654452904799967
624,1,0.875,1,0.0002944764629169997
625,0,0.75,0,0.00025240839678599975
626,1,0.875,1,0.0002944764629169997
627,0,0.5,1,0.00016827226452399984
628,1,1.0,1,0.00033654452904799967
629,0,0.25,1,8.413613226199992e-05
630,1,1.0,1,0.00033654452904799967
631,0,0.5,1,0.00016827226452399984
632,0,0.625,0,0.0002103403306549998
633,1,0.875,1,0.0002944764629169997
634,1,1.0,1,0.00033654452904799967
635,1,1.0,1,0.00033654452904799967
636,1,0.75,0,0.00025240839678599975
637,1,0.875,1,0.0002944764629169997
638,0,0.875,0,0.0002944764629169997
639,1,0.625,0,0.0002103403306549998
640,1,0.75,1,0.00025240839678599975
641,1,0.625,0,0.0002103403306549998
642,1,1.0,1,0.00033654452904799967
643,1,1.0,1,0.00033654452904799967
644,1,1.0,1,0.00033654452904799967
645,1,0.625,1,0.0002103403306549998
646,1,0.875,1,0.0002944764629169997
648,0,0.5,0,0.00016827226452399984
649,1,1.0,1,0.00033654452904799967
650,1,0.875,1,0.0002944764629169997
651,1,0.875,1,0.0002944764629169997
652,1,1.0,1,0.00033654452904799967
653,0,0.5,0,0.00016827226452399984
654,0,0.875,0,0.0002944764629169997
655,1,0.75,1,0.00025240839678599975
656,1,0.875,1,0.0002944764629169997
658,1,0.875,0,0.0002944764629169997
659,1,1.0,1,0.00033654452904799967
660,1,0.875,0,0.0002944764629169997
661,1,0.75,0,0.00025240839678599975
662,1,0.875,1,0.0002944764629169997
665,1,0.75,0,0.00025240839678599975
666,0,0.625,0,0.0002103403306549998
667,0,0.625,0,0.0002103403306549998
668,1,1.0,1,0.00033654452904799967
669,1,1.0,1,0.00033654452904799967
670,0,0.75,0,0.00025240839678599975
671,0,0.75,0,0.00025240839678599975
672,0,0.75,0,0.00025240839678599975
673,1,1.0,1,0.00033654452904799967
675,1,1.0,1,0.00033654452904799967
676,1,0.875,1,0.0002944764629169997
677,1,0.875,0,0.0002944764629169997
678,1,0.75,1,0.00025240839678599975
679,1,1.0,1,0.00033654452904799967
680,1,1.0,1,0.00033654452904799967
681,1,0.5,1,0.00016827226452399984
682,1,1.0,1,0.00033654452904799967
683,0,0.625,1,0.0002103403306549998
684,1,0.5,1,0.00016827226452399984
685,1,0.375,1,0.00012620419839299988
687,1,1.0,1,0.00033654452904799967
689,0,0.375,0,0.00012620419839299988
690,1,0.875,0,0.0002944764629169997
691,1,1.0,1,0.00033654452904799967
692,1,1.0,1,0.00033654452904799967
693,1,1.0,0,0.00033654452904799967
696,1,1.0,1,0.00033654452904799967
697,0,0.625,0,0.0002103403306549998
698,0,0.625,0,0.0002103403306549998
699,1,0.875,1,0.0002944764629169997
701,1,0.5,1,0.00016827226452399984
703,0,0.5,1,0.00016827226452399984
704,1,0.5,0,0.00016827226452399984
705,0,0.75,1,0.00025240839678599975
706,1,0.875,1,0.0002944764629169997
707,1,0.75,0,0.00025240839678599975
708,1,0.5,0,0.00016827226452399984
709,1,0.875,0,0.0002944764629169997
710,1,1.0,0,0.00033654452904799967
711,1,0.875,0,0.0002944764629169997
712,1,1.0,1,0.00033654452904799967
713,0,0.75,0,0.00025240839678599975
714,1,0.875,0,0.0002944764629169997
715,1,0.875,0,0.0002944764629169997
716,0,0.5,1,0.00016827226452399984
717,1,0.375,0,0.00012620419839299988
719,1,0.875,1,0.0002944764629169997
720,0,0.75,0,0.00025240839678599975
721,1,1.0,1,0.00033654452904799967
722,1,0.75,1,0.00025240839678599975
723,1,1.0,1,0.00033654452904799967
724,1,0.875,0,0.0002944764629169997
725,1,0.5,1,0.00016827226452399984
726,1,0.25,0,8.413613226199992e-05
727,0,0.75,0,0.00025240839678599975
728,1,0.875,1,0.0002944764629169997
729,1,0.875,1,0.0002944764629169997
730,1,1.0,1,0.00033654452904799967
731,1,0.875,0,0.0002944764629169997
733,0,0.25,1,8.413613226199992e-05
734,1,0.625,1,0.0002103403306549998
735,1,0.625,1,0.0002103403306549998
736,1,0.75,0,0.00025240839678599975
737,1,1.0,1,0.00033654452904799967
738,0,0.75,0,0.00025240839678599975
739,1,1.0,1,0.00033654452904799967
740,1,0.75,0,0.00025240839678599975
742,1,0.875,1,0.0002944764629169997
743,1,0.75,1,0.00025240839678599975
744,1,0.375,1,0.00012620419839299988
745,1,0.875,0,0.0002944764629169997
746,1,1.0,1,0.00033654452904799967
747,1,0.875,0,0.0002944764629169997
748,0,0.625,1,0.0002103403306549998
749,1,0.875,1,0.0002944764629169997
750,0,0.875,1,0.0002944764629169997
751,1,1.0,1,0.00033654452904799967
752,0,0.75,0,0.00025240839678599975
753,1,1.0,1,0.00033654452904799967
754,1,1.0,1,0.00033654452904799967
755,0,0.625,0,0.0002103403306549998
756,1,0.75,1,0.00025240839678599975
757,1,1.0,1,0.00033654452904799967
758,1,0.875,1,0.0002944764629169997
759,1,0.625,0,0.0002103403306549998
760,1,0.875,1,0.0002944764629169997
761,1,0.875,1,0.0002944764629169997
762,1,0.875,1,0.0002944764629169997
763,1,1.0,1,0.00033654452904799967
764,1,1.0,1,0.00033654452904799967
765,1,1.0,1,0.00033654452904799967
766,1,0.875,0,0.0002944764629169997
767,1,0.75,1,0.00025240839678599975
768,1,0.75,1,0.00025240839678599975
769,1,0.75,0,0.00025240839678599975
770,1,1.0,0,0.00033654452904799967
771,1,0.875,1,0.0002944764629169997
772,1,0.75,0,0.00025240839678599975
773,1,0.875,1,0.0002944764629169997
774,1,0.75,1,0.00025240839678599975
776,1,0.625,0,0.0002103403306549998
777,1,0.75,0,0.00025240839678599975
778,1,0.75,0,0.00025240839678599975
779,1,1.0,0,0.00033654452904799967
