Dataset,Human_Samples,AvgRelativeError,LLM_Samples
helmet,16400,0.5365865126276195,24353
helmet,16500,0.5341722192369694,24253
helmet,16600,0.5318957549704459,24153
helmet,16700,0.5297364320257928,24053
helmet,16800,0.527561794734014,23953
helmet,16900,0.5254607737775389,23853
helmet,17000,0.5231093498119291,23753
helmet,17100,0.5206303062869425,23653
helmet,17200,0.5189508328855454,23553
helmet,17300,0.5164677592692101,23453
helmet,17400,0.5146800107469103,23353
helmet,17500,0.512086243954863,23253
helmet,17600,0.5100139709833423,23153
helmet,17700,0.5079236969371306,23053
helmet,17800,0.5053608275120903,22953
helmet,17900,0.5033551853842021,22853
helmet,18000,0.5008592154755508,22753
helmet,18100,0.49893874261149923,22653
helmet,18200,0.4965604513702311,22553
helmet,18300,0.4944497581945191,22453
helmet,18400,0.492073347662547,22353
helmet,18500,0.4900080601826975,22253
helmet,18600,0.48795996775926925,22153
helmet,18700,0.4856587855991403,22053
helmet,18800,0.48310585706609355,21953
helmet,18900,0.48152821063944123,21853
helmet,19000,0.47931407845244495,21753
helmet,19100,0.477272165502418,21653
helmet,19200,0.4749204728640516,21553
helmet,19300,0.47278855454056956,21453
helmet,19400,0.4705945728103171,21353
helmet,19500,0.46832966147232674,21253
helmet,19600,0.46595620634067714,21153
helmet,19700,0.4636375604513702,21053
helmet,19800,0.46104083825900055,20953
helmet,19900,0.45950161203653955,20853
helmet,20000,0.4568667383127351,20753
helmet,20100,0.4547442235357335,20653
helmet,20200,0.45241859215475555,20553
helmet,20300,0.4506437399247717,20453
helmet,20400,0.44835034927458356,20353
helmet,20500,0.44613729177861366,20253
helmet,20600,0.4435177324019345,20153
helmet,20700,0.4419218162278346,20053
helmet,20800,0.4395419129500269,19953
helmet,20900,0.4374164427727029,19853
helmet,21000,0.43550725416442776,19753
helmet,21100,0.43301961311123055,19653
helmet,21200,0.4305214938205266,19553
helmet,21300,0.428198817839871,19453
helmet,21400,0.42594116066630844,19353
helmet,21500,0.4236800107469103,19253
helmet,21600,0.42191966684578186,19153
helmet,21700,0.41961042450295544,19053
helmet,21800,0.4173796346050511,18953
helmet,21900,0.4154081139172488,18853
helmet,22000,0.41294008597528215,18753
helmet,22100,0.4109768941429339,18653
helmet,22200,0.4085959161741,18553
helmet,22300,0.40650053734551317,18453
helmet,22400,0.40423938742611504,18353
helmet,22500,0.401926652337453,18253
helmet,22600,0.3995314347125202,18153
helmet,22700,0.3979879097259538,18053
helmet,22800,0.3953702310585707,17953
helmet,22900,0.39305668995163895,17853
helmet,23000,0.39061955937667925,17753
helmet,23100,0.3892759269210103,17653
helmet,23200,0.3863780225685116,17553
helmet,23300,0.3842659860290166,17453
helmet,23400,0.38221681891456205,17353
helmet,23500,0.3799371305749597,17253
helmet,23600,0.3780005373455132,17153
helmet,23700,0.3754470714669533,17053
helmet,23800,0.373322407307899,16953
helmet,23900,0.37131380977968836,16853
helmet,24000,0.36928909188608283,16753
helmet,24100,0.3667506716818915,16653
helmet,24200,0.36455776464266526,16553
helmet,24300,0.3621031703385277,16453
helmet,24400,0.3601759806555615,16353
helmet,24500,0.3581069317571199,16253
helmet,24600,0.3558178398710371,16153
helmet,24700,0.3533557227297152,16053
helmet,24800,0.3509862976894143,15953
helmet,24900,0.34883718430951105,15853
helmet,25000,0.3466039763567975,15753
helmet,25100,0.34475953788285874,15653
helmet,25200,0.34281730252552395,15553
helmet,25300,0.340690488984417,15453
helmet,25400,0.3382616872649114,15353
helmet,25500,0.3362025792584632,15253
helmet,25600,0.33392772702847934,15153
helmet,25700,0.33223535733476633,15053
helmet,25800,0.3292788823213327,14953
helmet,25900,0.32683718430951103,14853
helmet,26000,0.3246716818914563,14753
helmet,26100,0.3225577646426652,14653
helmet,26200,0.3206311123052123,14553
helmet,26300,0.3181007522837185,14453
helmet,26400,0.316310854379366,14353
helmet,26500,0.3138272434175175,14253
helmet,26600,0.31169210102095646,14153
helmet,26700,0.309742611499194,14053
helmet,26800,0.30713567974207423,13953
helmet,26900,0.30513541106931763,13853
helmet,27000,0.3025233745298227,13753
helmet,27100,0.3009785061794734,13653
helmet,27200,0.2988592154755508,13553
helmet,27300,0.29637936593229447,13453
helmet,27400,0.2940204191295003,13353
helmet,27500,0.29203734551316496,13253
helmet,27600,0.29010317033852767,13153
helmet,27700,0.287379097259538,13053
helmet,27800,0.2853369156367545,12953
helmet,27900,0.2833245566899517,12853
helmet,28000,0.28084255776464273,12753
helmet,28100,0.27858597528210644,12653
helmet,28200,0.27634712520150456,12553
helmet,28300,0.274218162278345,12453
helmet,28400,0.2719545943041376,12353
helmet,28500,0.2698087049973133,12253
helmet,28600,0.26771332616872656,12153
helmet,28700,0.26536351423965615,12053
helmet,28800,0.2633979043524987,11953
helmet,28900,0.2611800107469103,11853
helmet,29000,0.2586313809779689,11753
helmet,29100,0.25691456206340685,11653
helmet,29200,0.25431595916174105,11553
helmet,29300,0.25209752821063947,11453
helmet,29400,0.25032375067168194,11353
helmet,29500,0.24797984954325636,11253
helmet,29600,0.24544948952176254,11153
helmet,29700,0.243506448146158,11053
helmet,29800,0.24140784524449224,10953
helmet,29900,0.23901316496507258,10853
helmet,30000,0.23688930682428805,10753
helmet,30100,0.234693713057496,10653
helmet,30200,0.23278344975819457,10553
helmet,30300,0.22986136485760347,10453
helmet,30400,0.2280843632455669,10353
helmet,30500,0.22569586243954864,10253
helmet,30600,0.2235126276195594,10153
helmet,30700,0.22152444922084905,10053
helmet,30800,0.21933933369156372,9953
helmet,30900,0.2165067168189146,9853
helmet,31000,0.2150107469102633,9753
helmet,31100,0.21282133261687267,9653
helmet,31200,0.2106552928533047,9553
helmet,31300,0.2079392799570124,9453
helmet,31400,0.20630816765180016,9353
helmet,31500,0.20379742074153687,9253
helmet,31600,0.20165287479849547,9153
helmet,31700,0.1992477162815691,9053
helmet,31800,0.1973962923159592,8953
helmet,31900,0.19501638903815158,8853
helmet,32000,0.19263782912412686,8753
helmet,32100,0.19066442772702855,8653
helmet,32200,0.1884164427727029,8553
helmet,32300,0.18630225685115534,8453
helmet,32400,0.1838651262761956,8353
helmet,32500,0.1817444922084901,8253
helmet,32600,0.179721386351424,8153
helmet,32700,0.177380977968834,8053
helmet,32800,0.17513944116066635,7953
helmet,32900,0.17302256851155298,7853
helmet,33000,0.17065959161741007,7753
helmet,33100,0.1686923696937131,7653
helmet,33200,0.16638285867813007,7553
helmet,33300,0.16387802256851158,7453
helmet,33400,0.1619242342826438,7353
helmet,33500,0.15971950564212795,7253
helmet,33600,0.15759349811929077,7153
helmet,33700,0.15546802794196674,7053
helmet,33800,0.15292020419129507,6953
helmet,33900,0.15124691026329937,6853
helmet,34000,0.14868216012896296,6753
helmet,34100,0.14670526598602907,6653
helmet,34200,0.14412358946802797,6553
helmet,34300,0.14192342826437404,6453
helmet,34400,0.13982160128962928,6353
helmet,34500,0.13739091886082752,6253
helmet,34600,0.13566227834497585,6153
helmet,34700,0.13325416442772706,6053
helmet,34800,0.13119022031166044,5953
helmet,34900,0.12897340139709837,5853
helmet,35000,0.12684470714669538,5753
helmet,35100,0.12436861902203121,5653
helmet,35200,0.12220607200429882,5553
helmet,35300,0.12019210102095652,5453
helmet,35400,0.11755615260612577,5353
helmet,35500,0.11558919935518543,5253
helmet,35600,0.11338930682428806,5153
helmet,35700,0.11116657710908118,5053
helmet,35800,0.10912708221386357,4953
helmet,35900,0.10698925308973674,4853
helmet,36000,0.10477995701235901,4753
helmet,36100,0.10260370768404088,4653
helmet,36200,0.10043766792047291,4553
helmet,36300,0.09802095647501348,4453
helmet,36400,0.09597152068780229,4353
helmet,36500,0.09353868887694791,4253
helmet,36600,0.09160720042987647,4153
helmet,36700,0.0892877485222999,4053
helmet,36800,0.08687076840408388,3953
helmet,36900,0.08494599677592697,3853
helmet,37000,0.08251638903815157,3753
helmet,37100,0.08058248253627087,3653
helmet,37200,0.0784040838259001,3553
helmet,37300,0.0761278882321333,3453
helmet,37400,0.07396050510478243,3353
helmet,37500,0.07167006985491677,3253
helmet,37600,0.06938984416980122,3153
helmet,37700,0.0674040838259001,3053
helmet,37800,0.06526518001074696,2953
helmet,37900,0.06298441698011827,2853
helmet,38000,0.06065180010746916,2753
helmet,38100,0.05859134873723809,2653
helmet,38200,0.0561740999462655,2553
helmet,38300,0.05389172487909731,2453
helmet,38400,0.051965609887157496,2353
helmet,38500,0.04958704997313278,2253
helmet,38600,0.047309511015583075,2153
helmet,38700,0.045394680279419716,2053
helmet,38800,0.0430529285330468,1953
helmet,38900,0.04068242880171956,1853
helmet,39000,0.03857146695325099,1753
helmet,39100,0.036399516389038204,1653
helmet,39200,0.03418645889306829,1553
helmet,39300,0.03192450295540038,1453
helmet,39400,0.029940891993551908,1353
helmet,39500,0.02758785599140252,1253
helmet,39600,0.025358409457281083,1153
helmet,39700,0.0232692101020957,1053
helmet,39800,0.020965072541644328,953
helmet,39900,0.01886512627619565,853
helmet,40000,0.01653627082213869,753
helmet,40100,0.014386888769478827,653
helmet,40200,0.012203653949489572,553
helmet,40300,0.009990596453519669,453
helmet,40400,0.007811391724879156,353
helmet,40500,0.005502149382052713,253
helmet,40600,0.0034148307361634126,153
helmet,40700,0.0011534121440086636,53
